Company,Address,TIF ID,TIF District,Completion Date,Actual Costs,Actual Grant,Work Items
ABC Business Forms,5654 N Elston,T-153,Elston/Armstrong Industrial Corridor,2/9/11,"$6,265.00 ","$3,132.50 ","roof, windows, signage, roof, tuckpointing, paint doors, storefront"
Sports Awards,5544 W Armstrong,T-153,Elston/Armstrong Industrial Corridor,11/3/10,"$62,508.00 ","$29,310.92 ","boiler, roof, signage, windows, parking lot"
Sports Awards,5544 W Armstrong,T-153,Elston/Armstrong Industrial Corridor,11/2/10,"$11,846.00 ","$5,923.00 ","boiler, roof, signage, windows, parking lot"
Sports Awards,5544 W Armstrong,T-153,Elston/Armstrong Industrial Corridor,8/6/10,"$12,072.45 ","$6,036.23 ","hvac, garage door"
Sports Awards,5544 W Armstrong,T-153,Elston/Armstrong Industrial Corridor,6/29/10,"$48,200.00 ","$24,100.00 ","boiler, roof, signage, windows, parking lot"
Sports Awards,5544 W Armstrong,T-153,Elston Armstrong,10/6/11,"$91,595.00 ","$43,853.97 ","HVAC, boiler, roof, signage, windows, parking lot"
The Office LLC,5811 W Chicago,T-156,Austin Commercial,5/11/11,"$138,216.00 ","$69,108.00 ","façade, floor, HVAC, electrical, fence"
Lickity Split Frozen Custard & Sweets,6056 N Broadway,T-157,Hollywood/Sheridan,7/20/11,"$50,000.00 ","$37,500.00 ",
Lickity Split Frozen Custard & Sweets,6056 N Broadway,T-157,Hollywood/Sheridan,6/29/11,"$57,679.00 ","$43,259.25 ",
Larry Little Inc / THE ACT Group,6226 N Broadway,T-157,Hollywood/Sheridan,6/10/11,"$232,835.20 ","$150,000.00 ",Façade repair and complete rehab
Ljubo Pejovic,5000-5008 N Sheridan Rd,T-157,Hollywood/Sheridan,4/26/11,"$18,372.44 ","$9,186.22 ",Windows
M Henry Bistro,1133-35 W Granville,T-157,Hollywood/Sheridan,10/28/10,"$299,982.86 ","$149,991.00 ","restaurant build-out, façade, signage, landscaping outdoor diner."
Broadway Cellars,5900 N Broadway,T-157,Hollywood/Sheridan,9/29/10,"$40,432.51 ","$20,216.26 ","hood and exhaust, door systems new windows and opening, plumbing, lighting, beautification of parkway"
Hoa LAN Hair Design,1059 W Argyle,T-157,Hollywood/Sheridan,4/15/10,"$24,874.00 ","$17,790.30 ","storefront, signage, floor, painting, bathroom,"
Bark Bark Club,5943-45 N Broadway,T-157,Hollywood Sheridan,10/5/11,"$35,330.00 ","$25,500.00 ",hvac
La Villa Restaurant Inc,3632-38 N Pulaski,T-167,Avondale,6/24/11,"$29,140.00 ","$14,570.00 ",
